Content,Ply_name,MOS
banana,banana_pqs_1_qs_64.ply,40.01541846
pineapple,pineapple_pqs_1_qs_48.ply,39.87160473
banana,banana_gQP_2_tQP_3.ply,39.80857854
litchi,litchi_gsigma_2_tsigma_32.ply,39.75588339
honeydew_melon,honeydew_melon_gQP_3_tQP_3.ply,39.60295452
statue,statue_gsigma_2_tsigma_16.ply,39.41233042
pineapple,pineapple_gsigma_4_tsigma_8.ply,39.16435793
bag,bag_gQP_2_tQP_3.ply,39.10736912
litchi,litchi_gsigma_4_tsigma_8.ply,39.07952026
banana,banana_tsl_8_tqs_512.ply,38.96808477
pineapple,pineapple_tsl_4_tqs_256.ply,38.95716868
litchi,litchi_gQP_3_tQP_1.ply,38.8157313
tool_box,tool_box_pqs_1_qs_48.ply,38.80305363
litchi,litchi_tsl_6_tqs_256.ply,38.63096165
mushroom,mushroom_gsigma_2_tsigma_32.ply,38.48644541
flowerpot,flowerpot_tsl_6_tqs_256.ply,38.44130143
house,house_gQP_1_tQP_3.ply,38.25820985
ping-pong_bat,ping-pong_bat_tsl_8_tqs_256.ply,38.25323224
stone,stone_gQP_1_tQP_3.ply,38.19125206
flowerpot,flowerpot_gQP_2_tQP_3.ply,37.97715453
mushroom,mushroom_gsigma_4_tsigma_16.ply,37.94959663
house,house_tsl_4_tqs_256.ply,37.90143461
pumpkin,pumpkin_gsigma_4_tsigma_16.ply,37.90024828
biscuits,biscuits_gsigma_2_tsigma_32.ply,37.85852516
pineapple,pineapple_gsigma_4_tsigma_16.ply,37.64440405
pumpkin,pumpkin_gsigma_4_tsigma_8.ply,37.62442881
pumpkin,pumpkin_gQP_3_tQP_2.ply,37.54247859
puer_tea,puer_tea_gQP_3_tQP_3.ply,37.31071354
house,house_gQP_3_tQP_2.ply,37.12616089
stone,stone_gsigma_4_tsigma_16.ply,36.85294226
ping-pong_bat,ping-pong_bat_gsigma_4_tsigma_8.ply,36.83180396
mushroom,mushroom_gQP_1_tQP_3.ply,36.81092275
ping-pong_bat,ping-pong_bat_gsigma_2_tsigma_32.ply,36.8020878
ping-pong_bat,ping-pong_bat_gQP_3_tQP_3.ply,36.75484397
bag,bag_tsl_4_tqs_256.ply,36.26609788
mushroom,mushroom_pqs_1_qs_64.ply,36.25293665
pumpkin,pumpkin_gsigma_2_tsigma_32.ply,36.13580208
puer_tea,puer_tea_tsl_8_tqs_256.ply,36.11364107
glasses_case,glasses_case_tsl_6_tqs_256.ply,35.91425495
banana,banana_tsl_6_tqs_512.ply,35.85265105
house,house_gsigma_4_tsigma_8.ply,35.68854777
stone,stone_gQP_3_tQP_2.ply,35.62049168
honeydew_melon,honeydew_melon_tsl_6_tqs_256.ply,35.59875651
statue,statue_tsl_8_tqs_512.ply,35.57328452
ping-pong_bat,ping-pong_bat_gQP_3_tQP_1.ply,35.55000273
bag,bag_tsl_8_tqs_512.ply,34.95747094
house,house_gsigma_2_tsigma_32.ply,34.86645876
statue,statue_gsigma_2_tsigma_32.ply,34.7558873
puer_tea,puer_tea_gsigma_0_tsigma_32.ply,34.7408577
ping-pong_bat,ping-pong_bat_gQP_3_tQP_2.ply,34.66209677
tool_box,tool_box_gQP_3_tQP_3.ply,34.6512822
cake,cake_pqs_1_qs_48.ply,34.56216851
cauliflower,cauliflower_gQP_3_tQP_1.ply,34.47364814
stone,stone_gQP_2_tQP_3.ply,34.46225059
stone,stone_gsigma_4_tsigma_8.ply,34.41591904
pineapple,pineapple_gQP_2_tQP_3.ply,34.38091608
stone,stone_tsl_4_tqs_256.ply,34.22061434
banana,banana_tsl_4_tqs_256.ply,34.18431286
litchi,litchi_tsl_4_tqs_128.ply,33.92753037
cake,cake_gsigma_4_tsigma_32.ply,33.58645616
glasses_case,glasses_case_tsl_8_tqs_512.ply,33.49483616
ping-pong_bat,ping-pong_bat_tsl_6_tqs_256.ply,33.49455035
tool_box,tool_box_gsigma_0_tsigma_32.ply,33.38089522
pen_container,pen_container_gQP_3_tQP_1.ply,33.30402412
flowerpot,flowerpot_gQP_3_tQP_3.ply,33.17403326
pen_container,pen_container_tsl_8_tqs_512.ply,33.14918481
cauliflower,cauliflower_tsl_4_tqs_256.ply,33.13006869
pineapple,pineapple_gsigma_2_tsigma_32.ply,33.10576109
statue,statue_gsigma_4_tsigma_32.ply,32.99521449
pineapple,pineapple_gsigma_4_tsigma_32.ply,32.97754017
cake,cake_tsl_8_tqs_512.ply,32.96552511
ship,ship_gQP_3_tQP_1.ply,32.70113044
pen_container,pen_container_gsigma_4_tsigma_8.ply,32.68372466
statue,statue_gQP_3_tQP_2.ply,32.58541188
ship,ship_tsl_8_tqs_512.ply,32.56767817
litchi,litchi_gsigma_4_tsigma_32.ply,32.56601573
puer_tea,puer_tea_gsigma_2_tsigma_16.ply,32.5523098
ship,ship_gQP_3_tQP_3.ply,32.37187738
glasses_case,glasses_case_gsigma_2_tsigma_32.ply,32.33984357
flowerpot,flowerpot_gsigma_2_tsigma_32.ply,32.11130646
litchi,litchi_pqs_1_qs_64.ply,32.09673457
pineapple,pineapple_gQP_3_tQP_3.ply,32.0423144
bag,bag_gQP_3_tQP_2.ply,32.01772343
banana,banana_gsigma_4_tsigma_8.ply,31.97703197
pen_container,pen_container_gsigma_2_tsigma_32.ply,31.71810296
tool_box,tool_box_tsl_6_tqs_256.ply,31.69048484
mushroom,mushroom_tsl_6_tqs_256.ply,31.50071671
statue,statue_gsigma_4_tsigma_8.ply,31.38009148
ping-pong_bat,ping-pong_bat_gsigma_4_tsigma_16.ply,31.37290037
cauliflower,cauliflower_gsigma_2_tsigma_32.ply,31.36818616
banana,banana_gsigma_2_tsigma_32.ply,31.34629454
pen_container,pen_container_gQP_3_tQP_3.ply,31.29669104
flowerpot,flowerpot_tsl_8_tqs_512.ply,31.2096695
honeydew_melon,honeydew_melon_gsigma_4_tsigma_32.ply,31.01073402
mushroom,mushroom_gQP_2_tQP_3.ply,30.96539789
flowerpot,flowerpot_gQP_3_tQP_1.ply,30.83918671
tool_box,tool_box_gsigma_2_tsigma_16.ply,30.49113539
ping-pong_bat,ping-pong_bat_tsl_8_tqs_512.ply,30.36277636
pineapple,pineapple_tsl_8_tqs_512.ply,30.34832817
honeydew_melon,honeydew_melon_gsigma_2_tsigma_32.ply,30.28857854
ship,ship_gsigma_4_tsigma_16.ply,30.23841126
pumpkin,pumpkin_gQP_3_tQP_3.ply,30.23205216
cauliflower,cauliflower_gQP_3_tQP_3.ply,30.23139757
honeydew_melon,honeydew_melon_pqs_1_qs_64.ply,30.17348313
flowerpot,flowerpot_gsigma_4_tsigma_32.ply,30.13147384
ship,ship_gQP_3_tQP_2.ply,30.07825606
mushroom,mushroom_gQP_3_tQP_1.ply,30.04520696
mushroom,mushroom_tsl_4_tqs_64.ply,30.03413945
litchi,litchi_gQP_3_tQP_3.ply,29.95124476
banana,banana_tsl_4_tqs_512.ply,29.94302564
house,house_gsigma_4_tsigma_16.ply,29.89754144
pumpkin,pumpkin_tsl_8_tqs_512.ply,29.76480834
cauliflower,cauliflower_tsl_6_tqs_512.ply,29.74216566
statue,statue_tsl_6_tqs_512.ply,29.73847696
bag,bag_gQP_3_tQP_3.ply,29.61486469
glasses_case,glasses_case_gQP_3_tQP_2.ply,29.48230096
ship,ship_gsigma_2_tsigma_32.ply,29.47047405
tool_box,tool_box_tsl_8_tqs_256.ply,29.3246156
house,house_gQP_3_tQP_3.ply,29.22124359
banana,banana_gQP_3_tQP_1.ply,29.10726664
pumpkin,pumpkin_tsl_4_tqs_512.ply,28.67861771
puer_tea,puer_tea_tsl_6_tqs_256.ply,28.55586178
ping-pong_bat,ping-pong_bat_pqs_1_qs_64.ply,28.34999248
flowerpot,flowerpot_gQP_3_tQP_2.ply,28.31674627
glasses_case,glasses_case_gQP_3_tQP_3.ply,28.14483738
ping-pong_bat,ping-pong_bat_gsigma_4_tsigma_32.ply,28.12785458
glasses_case,glasses_case_tsl_4_tqs_512.ply,28.10649938
glasses_case,glasses_case_gQP_3_tQP_1.ply,27.77453966
cauliflower,cauliflower_tsl_8_tqs_512.ply,27.74439609
flowerpot,flowerpot_pqs_1_qs_64.ply,27.74273204
pen_container,pen_container_gsigma_4_tsigma_16.ply,27.73032223
statue,statue_gsigma_4_tsigma_16.ply,27.72288456
tool_box,tool_box_gsigma_4_tsigma_8.ply,27.6145146
house,house_tsl_8_tqs_512.ply,27.60330842
biscuits,biscuits_tsl_6_tqs_512.ply,27.49479604
bag,bag_gQP_3_tQP_1.ply,27.44033309
puer_tea,puer_tea_gsigma_2_tsigma_32.ply,27.4135991
cauliflower,cauliflower_gQP_3_tQP_2.ply,27.41161955
cake,cake_tsl_6_tqs_512.ply,27.39548212
cauliflower,cauliflower_gsigma_4_tsigma_32.ply,27.32584159
cauliflower,cauliflower_pqs_1_qs_48.ply,27.07846018
cake,cake_gQP_3_tQP_1.ply,27.03674282
banana,banana_gsigma_4_tsigma_16.ply,27.01710822
ping-pong_bat,ping-pong_bat_tsl_6_tqs_512.ply,26.98407872
statue,statue_gQP_3_tQP_3.ply,26.9301373
puer_tea,puer_tea_tsl_4_tqs_128.ply,26.81991353
pen_container,pen_container_gsigma_4_tsigma_32.ply,26.76427729
glasses_case,glasses_case_gsigma_4_tsigma_32.ply,26.68705974
cauliflower,cauliflower_tsl_4_tqs_512.ply,26.6104176
house,house_tsl_6_tqs_512.ply,26.58473454
mushroom,mushroom_gQP_3_tQP_2.ply,26.24890703
ping-pong_bat,ping-pong_bat_level_8.ply,26.11003906
biscuits,biscuits_level_8.ply,26.07829319
pumpkin,pumpkin_gsigma_4_tsigma_32.ply,26.06866845
stone,stone_gQP_3_tQP_3.ply,26.01342874
cake,cake_gQP_3_tQP_2.ply,25.93804334
honeydew_melon,honeydew_melon_tsl_4_tqs_256.ply,25.91631271
statue,statue_gQP_3_tQP_1.ply,25.88641621
litchi,litchi_tsl_8_tqs_512.ply,25.86577269
pumpkin,pumpkin_tsl_6_tqs_512.ply,25.68112045
cake,cake_gQP_3_tQP_3.ply,25.63802684
biscuits,biscuits_gsigma_4_tsigma_32.ply,25.37935374
tool_box,tool_box_level_8.ply,25.35706923
pen_container,pen_container_tsl_6_tqs_512.ply,25.2678055
ship,ship_tsl_6_tqs_512.ply,25.1244404
mushroom,mushroom_tsl_4_tqs_128.ply,25.11673039
mushroom,mushroom_tsl_8_tqs_512.ply,25.02467546
mushroom,mushroom_gsigma_4_tsigma_32.ply,25.0118684
flowerpot,flowerpot_tsl_6_tqs_512.ply,24.99414861
cake,cake_pqs_1_qs_64.ply,24.85902515
bag,bag_tsl_6_tqs_512.ply,24.60106839
litchi,litchi_tsl_4_tqs_256.ply,24.48177139
statue,statue_level_8.ply,24.44605069
biscuits,biscuits_tsl_8_tqs_512.ply,24.26462774
ship,ship_gsigma_4_tsigma_8.ply,24.15903763
stone,stone_gsigma_4_tsigma_32.ply,24.09074637
biscuits,biscuits_pqs_1_qs_64.ply,24.03115802
puer_tea,puer_tea_gsigma_4_tsigma_8.ply,24.00198769
banana,banana_gQP_3_tQP_2.ply,23.95632388
glasses_case,glasses_case_tsl_6_tqs_512.ply,23.88538209
pineapple,pineapple_pqs_1_qs_64.ply,23.88089977
litchi,litchi_level_8.ply,23.51904767
banana,banana_gsigma_4_tsigma_32.ply,23.38349674
mushroom,mushroom_tsl_4_tqs_256.ply,23.09139883
banana,banana_level_8.ply,23.08348257
puer_tea,puer_tea_gsigma_4_tsigma_16.ply,22.98694951
pineapple,pineapple_tsl_6_tqs_512.ply,22.95752369
banana,banana_gQP_3_tQP_3.ply,22.65939287
stone,stone_tsl_6_tqs_512.ply,22.63591963
puer_tea,puer_tea_tsl_4_tqs_64.ply,22.63056663
tool_box,tool_box_pqs_1_qs_64.ply,22.59810553
ship,ship_gsigma_4_tsigma_32.ply,22.57182481
bag,bag_gsigma_4_tsigma_32.ply,22.43616482
house,house_tsl_4_tqs_512.ply,22.39643651
bag,bag_gsigma_4_tsigma_8.ply,22.37620413
glasses_case,glasses_case_gsigma_4_tsigma_8.ply,22.29518507
pineapple,pineapple_tsl_4_tqs_512.ply,22.17458195
tool_box,tool_box_gsigma_4_tsigma_16.ply,22.03286169
bag,bag_gsigma_4_tsigma_16.ply,21.98784769
litchi,litchi_tsl_6_tqs_512.ply,21.54700544
puer_tea,puer_tea_tsl_8_tqs_512.ply,21.54590932
cake,cake_tsl_4_tqs_512.ply,21.54060176
glasses_case,glasses_case_gsigma_4_tsigma_16.ply,21.53502251
tool_box,tool_box_tsl_4_tqs_256.ply,21.33990424
pen_container,pen_container_level_8.ply,21.11616176
bag,bag_tsl_4_tqs_512.ply,20.84981283
stone,stone_level_8.ply,20.64931138
pumpkin,pumpkin_level_8.ply,20.6394442
biscuits,biscuits_tsl_4_tqs_128.ply,20.56426096
honeydew_melon,honeydew_melon_level_8.ply,20.5582786
stone,stone_tsl_8_tqs_512.ply,20.31259474
mushroom,mushroom_gQP_3_tQP_3.ply,20.3048466
tool_box,tool_box_gsigma_2_tsigma_32.ply,19.73538966
statue,statue_tsl_4_tqs_128.ply,19.6972695
statue,statue_tsl_4_tqs_64.ply,19.55881932
mushroom,mushroom_tsl_6_tqs_512.ply,19.43317801
house,house_gsigma_4_tsigma_32.ply,19.38454229
pineapple,pineapple_level_8.ply,19.29522572
glasses_case,glasses_case_level_8.ply,19.03975259
stone,stone_tsl_4_tqs_512.ply,18.76360461
bag,bag_level_8.ply,18.23796415
tool_box,tool_box_tsl_8_tqs_512.ply,18.08086476
biscuits,biscuits_tsl_4_tqs_64.ply,18.04515443
flowerpot,flowerpot_level_8.ply,17.74699624
puer_tea,puer_tea_gsigma_4_tsigma_32.ply,17.4081868
biscuits,biscuits_tsl_4_tqs_256.ply,17.38710508
cake,cake_level_8.ply,17.08593154
puer_tea,puer_tea_tsl_6_tqs_512.ply,16.59954847
pen_container,pen_container_tsl_4_tqs_128.ply,16.44390869
pen_container,pen_container_tsl_4_tqs_64.ply,16.4123228
statue,statue_tsl_4_tqs_256.ply,16.40082892
puer_tea,puer_tea_level_8.ply,16.26033493
cauliflower,cauliflower_level_8.ply,16.03060304
ship,ship_tsl_4_tqs_128.ply,15.97910476
house,house_level_8.ply,15.94446242
pen_container,pen_container_tsl_4_tqs_256.ply,15.93659647
mushroom,mushroom_tsl_4_tqs_512.ply,15.51013445
ship,ship_level_8.ply,15.26715745
mushroom,mushroom_level_8.ply,14.84418465
cauliflower,cauliflower_pqs_1_qs_64.ply,14.40334861
honeydew_melon,honeydew_melon_tsl_8_tqs_512.ply,14.29429985
litchi,litchi_tsl_4_tqs_512.ply,14.16383462
honeydew_melon,honeydew_melon_tsl_6_tqs_512.ply,13.90621355
tool_box,tool_box_gsigma_4_tsigma_32.ply,13.71265605
ship,ship_tsl_4_tqs_64.ply,13.43235303
tool_box,tool_box_tsl_6_tqs_512.ply,13.24459477
ship,ship_tsl_4_tqs_512.ply,12.63710724
pen_container,pen_container_tsl_4_tqs_512.ply,12.59679012
puer_tea,puer_tea_tsl_4_tqs_256.ply,12.19981534
flowerpot,flowerpot_level_7.ply,11.73484953
ship,ship_tsl_4_tqs_256.ply,11.72465248
statue,statue_tsl_4_tqs_512.ply,11.34401742
biscuits,biscuits_tsl_4_tqs_512.ply,11.29893963
statue,statue_level_7.ply,11.04592674
honeydew_melon,honeydew_melon_tsl_4_tqs_512.ply,10.83065115
glasses_case,glasses_case_level_7.ply,10.70325612
ping-pong_bat,ping-pong_bat_level_7.ply,10.66904823
tool_box,tool_box_tsl_4_tqs_512.ply,9.772409239
bag,bag_level_7.ply,9.59532456
flowerpot,flowerpot_tsl_4_tqs_512.ply,9.018618048
flowerpot,flowerpot_tsl_4_tqs_256.ply,9.016393772
cauliflower,cauliflower_level_7.ply,8.793459623
stone,stone_level_7.ply,8.580533193
flowerpot,flowerpot_tsl_4_tqs_64.ply,8.191728357
tool_box,tool_box_level_7.ply,7.788150814
cake,cake_level_7.ply,7.770366309
banana,banana_level_7.ply,7.109028314
biscuits,biscuits_level_7.ply,6.910472714
puer_tea,puer_tea_tsl_4_tqs_512.ply,5.842224721
ship,ship_level_7.ply,5.790659407
honeydew_melon,honeydew_melon_level_7.ply,5.739747099
ping-pong_bat,ping-pong_bat_tsl_4_tqs_128.ply,5.608914607
ping-pong_bat,ping-pong_bat_tsl_4_tqs_64.ply,5.51761495
ping-pong_bat,ping-pong_bat_tsl_4_tqs_512.ply,5.085960367
flowerpot,flowerpot_tsl_4_tqs_128.ply,4.548071475
ping-pong_bat,ping-pong_bat_tsl_4_tqs_256.ply,4.172555657
mushroom,mushroom_level_7.ply,3.822951858
puer_tea,puer_tea_level_7.ply,3.153462529
house,house_level_7.ply,2.953877424
pen_container,pen_container_level_7.ply,2.804935525
litchi,litchi_level_7.ply,2.482748258
pineapple,pineapple_level_7.ply,2.239905326
pumpkin,pumpkin_level_7.ply,1.812600251
